Model Name,Metric Name,Average Value,Depth Values,Inference Time
LSTM,RMSE,0.027101116254925728,"[[[0.023209694772958755, 0.02546548843383789, 0.029080728068947792, 0.031234612688422203, 0.028059078380465508, 0.02995186299085617, 0.028447002172470093, 0.02782534621655941, 0.026777705177664757, 0.02643497660756111, 0.025800151750445366, 0.024130025878548622, 0.032797809690237045, 0.025279084220528603, 0.022023187950253487]]]",0.021379724442958832
LSTM,MaxError,0.3254237771034241,"[[[0.13446736335754395, 0.15996569395065308, 0.22887426614761353, 0.3254237771034241, 0.17417246103286743, 0.17857509851455688, 0.15991973876953125, 0.18215548992156982, 0.14519524574279785, 0.1535467505455017, 0.16765844821929932, 0.13367325067520142, 0.1982612907886505, 0.13959673047065735, 0.11454421281814575]]]",0.021379724442958832
LSTM,NRMSE,0.039644755423069,"[[[0.03473668918013573, 0.03599609434604645, 0.03622099384665489, 0.041241150349378586, 0.037179313600063324, 0.03438106179237366, 0.032348666340112686, 0.03176232427358627, 0.03203370049595833, 0.03165990486741066, 0.0310930535197258, 0.02922465279698372, 0.06921311467885971, 0.06295298784971237, 0.054627593606710434]]]",0.021379724442958832
LSTM,R2,0.9922438263893127,"[[[0.9952665567398071, 0.9945177435874939, 0.9941278696060181, 0.9919123649597168, 0.9939643740653992, 0.9951313734054565, 0.995723307132721, 0.9959273338317871, 0.9958643317222595, 0.9959399104118347, 0.996120810508728, 0.996591329574585, 0.974212646484375, 0.9813360571861267, 0.9870205521583557]]]",0.021379724442958832
LSTM,L2RE,0.04425368085503578,"[[[0.03625471889972687, 0.03914804756641388, 0.040826983749866486, 0.04803351312875748, 0.041404951363801956, 0.037147071212530136, 0.03477788716554642, 0.03392299637198448, 0.034160926938056946, 0.03377467393875122, 0.03293952718377113, 0.03067781589925289, 0.08619080483913422, 0.07333313673734665, 0.06121213734149933]]]",0.021379724442958832
Earthformer,MSE,0.00019894458819180727,"[[[5.427226278698072e-05, 0.00011760297638829798, 0.0002541513240430504, 0.0003528224478941411, 0.0002617623540572822, 0.0002989567001350224, 0.00022576923947781324, 0.0001809540844988078, 0.00016331530059687793, 0.00014921977708581835, 0.00011141972208861262, 7.897196337580681e-05, 0.00037264006095938385, 0.00020048128499183804, 0.00016182914259843528]]]",0.05499714536126703
Earthformer,RMSE,0.013498310931026936,"[[[0.007223872467875481, 0.010685576125979424, 0.015630776062607765, 0.0185967106372118, 0.01574517972767353, 0.016787003725767136, 0.014941958710551262, 0.013359584845602512, 0.012658276595175266, 0.012065122835338116, 0.010415749624371529, 0.008692070841789246, 0.018963273614645004, 0.01402098499238491, 0.012688521295785904]]]",0.05499714536126703
Earthformer,MaxError,0.1888163685798645,"[[[0.14022767543792725, 0.11324155330657959, 0.1776750087738037, 0.1888163685798645, 0.1417028307914734, 0.13518023490905762, 0.13089096546173096, 0.1123468279838562, 0.08994108438491821, 0.09103137254714966, 0.07913029193878174, 0.0662873387336731, 0.14583173394203186, 0.11082574725151062, 0.06470862030982971]]]",0.05499714536126703
Earthformer,NRMSE,0.02004372328519821,"[[[0.010829339735209942, 0.015050134621560574, 0.019372042268514633, 0.024569246917963028, 0.020756090059876442, 0.019161785021424294, 0.016970675438642502, 0.015226621180772781, 0.015131473541259766, 0.01445492822676897, 0.012552615255117416, 0.010519685223698616, 0.03980030119419098, 0.03478297218680382, 0.03147796541452408]]]",0.05499714536126703
Earthformer,R2,0.997784435749054,"[[[0.9995436668395996, 0.9990450739860535, 0.9982812404632568, 0.9971354603767395, 0.9980546236038208, 0.9984305500984192, 0.9988405108451843, 0.9990763068199158, 0.9990865588188171, 0.9991624355316162, 0.9993752837181091, 0.9995611310005188, 0.9912331104278564, 0.9942276477813721, 0.9957123398780823]]]",0.05499714536126703
Earthformer,L2RE,0.02256144769489765,"[[[0.01128806546330452, 0.016423309221863747, 0.02193821407854557, 0.028603533282876015, 0.023197267204523087, 0.020783083513379097, 0.01826668158173561, 0.016282562166452408, 0.016146965324878693, 0.015415200963616371, 0.01329843606799841, 0.011049172841012478, 0.049806106835603714, 0.040663059800863266, 0.03526005148887634]]]",0.05499714536126703
UNET,MSE,1.4299801588058472,"[[[2.681931495666504, 1.6484681367874146, 0.023100554943084717, 0.6860607266426086, 1.5313529968261719, 1.388671875, 3.316335916519165, 1.0760704278945923, 3.515057325363159, 0.1161525696516037, 2.371049165725708, 0.3260708153247833, 0.6704233884811401, 0.2018454670906067, 1.8971121311187744]]]",0.02870531816035509
UNET,RMSE,1.0758967399597168,"[[[1.637520670890808, 1.2824188470840454, 0.15145455300807953, 0.82795250415802, 1.2348815202713013, 1.178315281867981, 1.8192312717437744, 1.037306547164917, 1.874550223350525, 0.3404616117477417, 1.5394381284713745, 0.5709930658340454, 0.8185462951660156, 0.448205828666687, 1.3771743774414062]]]",0.02870531816035509
UNET,MaxError,2.5709099769592285,"[[[2.2441182136535645, 1.7018373012542725, 0.5507314801216125, 1.1297439336776733, 1.7891746759414673, 1.45905601978302, 2.5709099769592285, 1.4616365432739258, 2.4551966190338135, 0.6601728200912476, 1.972649097442627, 1.1578234434127808, 1.2026649713516235, 0.82099848985672, 1.8451571464538574]]]",0.02870531816035509
UNET,NRMSE,1.5560252666473389,"[[[2.452684164047241, 1.816728949546814, 0.18929523229599, 1.106046438217163, 1.64762282371521, 1.3574049472808838, 2.0740137100219727, 1.1847853660583496, 2.2450335025787354, 0.40857237577438354, 1.8606619834899902, 0.6937875747680664, 1.751881718635559, 1.1233190298080444, 3.428539276123047]]]",0.02870531816035509
UNET,R2,-11.704297065734863,"[[[-21.51834487915039, -12.40866756439209, 0.8434348106384277, -4.58717155456543, -10.469022750854492, -6.352878093719482, -16.05702018737793, -4.5033087730407715, -18.686765670776367, 0.3475877344608307, -12.301729202270508, -0.8141475319862366, -14.892006874084473, -4.82696533203125, -49.33743667602539]]]",0.02870531816035509
UNET,L2RE,1.7061976194381714,"[[[2.5579171180725098, 1.9719316959381104, 0.21269641816616058, 1.274654507637024, 1.8229296207427979, 1.4620258808135986, 2.224776029586792, 1.2648290395736694, 2.391964912414551, 0.43506407737731934, 1.9658275842666626, 0.7260777950286865, 2.1539037227630615, 1.3004940748214722, 3.8278698921203613]]]",0.02870531816035509
UNET,MSE,0.7174669504165649,"[[[1.3264491558074951, 0.3181714117527008, 1.511852741241455, 0.9114062190055847, 0.8949577212333679, 0.020459318533539772, 0.7513017654418945, 0.5905442237854004, 0.28004196286201477, 0.3890819549560547, 0.6878811717033386, 1.5870764255523682, 0.27618321776390076, 0.992073655128479, 0.22452327609062195]]]",0.02760676724370569
UNET,RMSE,0.7790814638137817,"[[[1.1434664726257324, 0.5627918243408203, 1.2229012250900269, 0.9506621956825256, 0.9027302861213684, 0.13690607249736786, 0.8252436518669128, 0.7590665221214294, 0.5161019563674927, 0.623721718788147, 0.8185725808143616, 1.2430939674377441, 0.5253312587738037, 0.9879254102706909, 0.4677063524723053]]]",0.02760676724370569
UNET,MaxError,2.320702075958252,"[[[1.9280445575714111, 1.1217262744903564, 2.0845789909362793, 1.6198822259902954, 2.320702075958252, 0.4780513346195221, 1.9198325872421265, 1.5844252109527588, 1.2686333656311035, 0.9806151390075684, 1.4735803604125977, 2.3197100162506104, 0.8666291236877441, 2.18001127243042, 0.8002725839614868]]]",0.02760676724370569
UNET,NRMSE,1.5835700035095215,"[[[2.3711984157562256, 1.184353232383728, 2.0356523990631104, 1.9208791255950928, 1.8900344371795654, 0.37011057138442993, 2.199089527130127, 2.0675101280212402, 1.0919461250305176, 1.0841997861862183, 1.6154850721359253, 2.272066354751587, 0.9451059699058533, 1.9637705087661743, 0.742146909236908]]]",0.02760676724370569
UNET,R2,-14.16921329498291,"[[[-26.31996726989746, -5.417399883270264, -16.37989616394043, -16.40973663330078, -17.028139114379883, 0.27487170696258545, -25.29757308959961, -21.34214973449707, -5.494271755218506, -5.482867240905762, -15.597124099731445, -32.75421905517578, -4.403893947601318, -19.26432991027832, -1.6214975118637085]]]",0.02760676724370569
UNET,L2RE,1.9249821901321411,"[[[2.7434005737304688, 1.3452352285385132, 2.218653678894043, 2.236565589904785, 2.180466890335083, 0.43924984335899353, 2.633791446685791, 2.5224225521087646, 1.3426073789596558, 1.378462553024292, 2.182485818862915, 3.1126909255981445, 1.2613449096679688, 2.4146535396575928, 0.8627018332481384]]]",0.02760676724370569
UNET,MSE,0.0005661770701408386,"[[[0.0006545389769598842, 0.0005530255730263889, 0.0003454323741607368, 0.0003411855432204902, 0.0002906434237957001, 0.0003149363328702748, 0.0003064852789975703, 0.0002775868051685393, 0.0004392824193928391, 0.0008973549702204764, 0.0009779154788702726, 0.001105472445487976, 0.0010604074923321605, 0.0004889172269031405, 0.0004394710704218596]]]",0.02980702672153711
UNET,RMSE,0.022420359775424004,"[[[0.023167617619037628, 0.021141165867447853, 0.01736057735979557, 0.01815888285636902, 0.01685607060790062, 0.017372310161590576, 0.01722748763859272, 0.01647021621465683, 0.020684337243437767, 0.029527315869927406, 0.03079814277589321, 0.03278033807873726, 0.032042186707258224, 0.021827690303325653, 0.020891038700938225]]]",0.02980702672153711
UNET,MaxError,0.24938520789146423,"[[[0.1416524350643158, 0.13226178288459778, 0.12535089254379272, 0.13398414850234985, 0.12848445773124695, 0.1394692361354828, 0.1410001814365387, 0.13316628336906433, 0.17319774627685547, 0.236500546336174, 0.24766989052295685, 0.24938520789146423, 0.23939727246761322, 0.19048789143562317, 0.13090330362319946]]]",0.02980702672153711
UNET,NRMSE,0.04483121261000633,"[[[0.046553757041692734, 0.04319942370057106, 0.028277408331632614, 0.03646199032664299, 0.034841448068618774, 0.04598553851246834, 0.04526042193174362, 0.04458439350128174, 0.04342237487435341, 0.051044926047325134, 0.06014975532889366, 0.059426989406347275, 0.05726056918501854, 0.042981136590242386, 0.03301803395152092]]]",0.02980702672153711
UNET,R2,0.9881969094276428,"[[[0.9881429672241211, 0.9899802207946777, 0.9963023662567139, 0.9935874938964844, 0.9942482709884644, 0.9891456365585327, 0.989479660987854, 0.9895818829536438, 0.9898922443389893, 0.9850754141807556, 0.9766095280647278, 0.9766721129417419, 0.9793308973312378, 0.990030825138092, 0.9948742985725403]]]",0.02980702672153711
UNET,L2RE,0.055586736649274826,"[[[0.05408579856157303, 0.0494188591837883, 0.0309461560100317, 0.04255257174372673, 0.04051816463470459, 0.055346257984638214, 0.05469484627246857, 0.054617833346128464, 0.053702715784311295, 0.0652368888258934, 0.08196909725666046, 0.0819549709558487, 0.0768912136554718, 0.05334002524614334, 0.03852562978863716]]]",0.02980702672153711
UNET,MSE,0.0005623617325909436,"[[[0.0007284643943421543, 0.0006407343316823244, 0.0003908229118678719, 0.0003747755254153162, 0.00029355919105000794, 0.0003034078690689057, 0.0003011319204233587, 0.00027245862293057144, 0.0004031594144180417, 0.000779206573497504, 0.0009241185034625232, 0.0010997953359037638, 0.00099477160256356, 0.0004884370137006044, 0.0004405825166031718]]]",0.01853916488122195
UNET,RMSE,0.022264709696173668,"[[[0.02426224574446678, 0.022890515625476837, 0.017592348158359528, 0.018821217119693756, 0.016893532127141953, 0.01709877885878086, 0.017089923843741417, 0.016307450830936432, 0.019767755642533302, 0.027422180399298668, 0.029741818085312843, 0.0325612835586071, 0.030875444412231445, 0.02177656628191471, 0.02086959034204483]]]",0.01853916488122195
UNET,MaxError,0.2530953288078308,"[[[0.13721850514411926, 0.1444108784198761, 0.11700096726417542, 0.12933319807052612, 0.12197741866111755, 0.13051968812942505, 0.12470479309558868, 0.13312318921089172, 0.16997650265693665, 0.23973213136196136, 0.25286030769348145, 0.2530953288078308, 0.23186828196048737, 0.1977892816066742, 0.13918954133987427]]]",0.01853916488122195
UNET,NRMSE,0.0446181483566761,"[[[0.049334410578012466, 0.04763965681195259, 0.028491126373410225, 0.03774307668209076, 0.034900031983852386, 0.045547179877758026, 0.04508574306964874, 0.0441628061234951, 0.041363563388586044, 0.04723908007144928, 0.057920217514038086, 0.05899609252810478, 0.0550527386367321, 0.04284001141786575, 0.03295649588108063]]]",0.01853916488122195
UNET,R2,0.9882602691650391,"[[[0.9861543774604797, 0.987605631351471, 0.9959164261817932, 0.9930248260498047, 0.9941966533660889, 0.9894139170646667, 0.9895930290222168, 0.989793062210083, 0.9907684922218323, 0.9870941638946533, 0.9779600501060486, 0.9768189191818237, 0.9806545972824097, 0.9900453686714172, 0.9948636293411255]]]",0.01853916488122195
UNET,L2RE,0.05522792413830757,"[[[0.0572131983935833, 0.05429495871067047, 0.03122582845389843, 0.04400995746254921, 0.04059069976210594, 0.05463077872991562, 0.054351724684238434, 0.05406045913696289, 0.05126769095659256, 0.06052996590733528, 0.07910779118537903, 0.08138776570558548, 0.07405635714530945, 0.05320947989821434, 0.038482196629047394]]]",0.01853916488122195
FNN,MSE,0.001641409588046372,"[[[0.004885776899755001, 0.004241518676280975, 0.002314184792339802, 0.0011806950205937028, 0.0007108746212907135, 0.0006285959389060736, 0.0005527426837943494, 0.00048208676162175834, 0.0007927602273412049, 0.0014075919752940536, 0.001592061365954578, 0.0018817753298208117, 0.001773038413375616, 0.0010225269943475723, 0.001154912170022726]]]",0.011828135596588255
FNN,RMSE,0.03577719256281853,"[[[0.06074977666139603, 0.05620305985212326, 0.04001353681087494, 0.0319518968462944, 0.025946738198399544, 0.024585844948887825, 0.02301616407930851, 0.02154693752527237, 0.027644000947475433, 0.03686196729540825, 0.03928952291607857, 0.04275718703866005, 0.04132514074444771, 0.03146342560648918, 0.033302661031484604]]]",0.011828135596588255
FNN,MaxError,0.33359089493751526,"[[[0.33359089493751526, 0.27513113617897034, 0.17745232582092285, 0.15814834833145142, 0.14116093516349792, 0.1478046476840973, 0.142872154712677, 0.1370120346546173, 0.19144661724567413, 0.2675895690917969, 0.2936097979545593, 0.2922542095184326, 0.2957828640937805, 0.20621180534362793, 0.17147153615951538]]]",0.011828135596588255
FNN,NRMSE,0.07163280993700027,"[[[0.12301091849803925, 0.11772195249795914, 0.06702765077352524, 0.06455744802951813, 0.05377226695418358, 0.06532179564237595, 0.060518112033605576, 0.05834383890032768, 0.058075666427612305, 0.06365196406841278, 0.07667892426252365, 0.07744477689266205, 0.07373708486557007, 0.06199922412633896, 0.05263053625822067]]]",0.011828135596588255
FNN,R2,0.9669899940490723,"[[[0.9015436172485352, 0.9135720729827881, 0.9731258153915405, 0.9775088429450989, 0.9859282970428467, 0.9782687425613403, 0.981035590171814, 0.9818992614746094, 0.9817524552345276, 0.976652979850769, 0.9619966149330139, 0.9603498578071594, 0.9655160307884216, 0.9791688323020935, 0.9865304231643677]]]",0.011828135596588255
FNN,L2RE,0.0874854251742363,"[[[0.14373019337654114, 0.13373176753520966, 0.0726390928030014, 0.07498270273208618, 0.06235991418361664, 0.0783863216638565, 0.0730670690536499, 0.07145324349403381, 0.07177216559648514, 0.08138766139745712, 0.10451802611351013, 0.10685662925243378, 0.09911945462226868, 0.07686585932970047, 0.06141113117337227]]]",0.011828135596588255
LSTM,MSE,0.00812117476016283,"[[[0.014820241369307041, 0.012935742735862732, 0.008880636654794216, 0.007496766746044159, 0.0068816980347037315, 0.0068610673770308495, 0.006688373629003763, 0.00667750695720315, 0.006708655972033739, 0.0071723684668540955, 0.007411415223032236, 0.007717115804553032, 0.00764194643124938, 0.006988815031945705, 0.006935260258615017]]]",0.023724582241848112
LSTM,RMSE,0.08855932205915451,"[[[0.11596681922674179, 0.10941532999277115, 0.09293319284915924, 0.08638088405132294, 0.08288956433534622, 0.08279303461313248, 0.08174439519643784, 0.08169668167829514, 0.08188090473413467, 0.08465545624494553, 0.08603988587856293, 0.08780951052904129, 0.08736754953861237, 0.08356622606515884, 0.08325041830539703]]]",0.023724582241848112
LSTM,MaxError,0.6370424628257751,"[[[0.5647767782211304, 0.6370424628257751, 0.3954598903656006, 0.3889389932155609, 0.35074490308761597, 0.39666205644607544, 0.40545833110809326, 0.376903772354126, 0.3881829082965851, 0.41710948944091797, 0.4277413487434387, 0.45288217067718506, 0.3866018056869507, 0.35659879446029663, 0.39654529094696045]]]",0.023724582241848112
LSTM,NRMSE,0.1794360727071762,"[[[0.22262924909591675, 0.2160266488790512, 0.15077783167362213, 0.172291100025177, 0.17105017602443695, 0.21911461651325226, 0.2150384485721588, 0.2207101434469223, 0.17153264582157135, 0.1472126990556717, 0.17025308310985565, 0.16164712607860565, 0.15702809393405914, 0.16486310958862305, 0.13136589527130127]]]",0.023724582241848112
LSTM,R2,0.8308507204055786,"[[[0.7597785592079163, 0.7826419472694397, 0.9048818945884705, 0.8600122928619385, 0.8639217019081116, 0.7606725692749023, 0.768103837966919, 0.7486182451248169, 0.8455812931060791, 0.8807777762413025, 0.8219449520111084, 0.8367369174957275, 0.8516387939453125, 0.8580554723739624, 0.9193958640098572]]]",0.023724582241848112
LSTM,L2RE,0.21912850439548492,"[[[0.26130807399749756, 0.249327152967453, 0.16552165150642395, 0.2019435316324234, 0.19920791685581207, 0.26459750533103943, 0.2602691352367401, 0.2710301876068115, 0.21241307258605957, 0.1868492215871811, 0.22905796766281128, 0.2194574922323227, 0.20897184312343597, 0.20371711254119873, 0.15325532853603363]]]",0.023724582241848112
UNET,MSE,0.0005623617325909436,"[[[0.0007284643943421543, 0.0006407343316823244, 0.0003908229118678719, 0.0003747755254153162, 0.00029355919105000794, 0.0003034078690689057, 0.0003011319204233587, 0.00027245862293057144, 0.0004031594144180417, 0.000779206573497504, 0.0009241185034625232, 0.0010997953359037638, 0.00099477160256356, 0.0004884370137006044, 0.0004405825166031718]]]",0.04090949187986553
UNET,RMSE,0.022264709696173668,"[[[0.02426224574446678, 0.022890515625476837, 0.017592348158359528, 0.018821217119693756, 0.016893532127141953, 0.01709877885878086, 0.017089923843741417, 0.016307450830936432, 0.019767755642533302, 0.027422180399298668, 0.029741818085312843, 0.0325612835586071, 0.030875444412231445, 0.02177656628191471, 0.02086959034204483]]]",0.04090949187986553
UNET,MaxError,0.2530953288078308,"[[[0.13721850514411926, 0.1444108784198761, 0.11700096726417542, 0.12933319807052612, 0.12197741866111755, 0.13051968812942505, 0.12470479309558868, 0.13312318921089172, 0.16997650265693665, 0.23973213136196136, 0.25286030769348145, 0.2530953288078308, 0.23186828196048737, 0.1977892816066742, 0.13918954133987427]]]",0.04090949187986553
UNET,NRMSE,0.0446181483566761,"[[[0.049334410578012466, 0.04763965681195259, 0.028491126373410225, 0.03774307668209076, 0.034900031983852386, 0.045547179877758026, 0.04508574306964874, 0.0441628061234951, 0.041363563388586044, 0.04723908007144928, 0.057920217514038086, 0.05899609252810478, 0.0550527386367321, 0.04284001141786575, 0.03295649588108063]]]",0.04090949187986553
UNET,R2,0.9882602691650391,"[[[0.9861543774604797, 0.987605631351471, 0.9959164261817932, 0.9930248260498047, 0.9941966533660889, 0.9894139170646667, 0.9895930290222168, 0.989793062210083, 0.9907684922218323, 0.9870941638946533, 0.9779600501060486, 0.9768189191818237, 0.9806545972824097, 0.9900453686714172, 0.9948636293411255]]]",0.04090949187986553
UNET,L2RE,0.05522792413830757,"[[[0.0572131983935833, 0.05429495871067047, 0.03122582845389843, 0.04400995746254921, 0.04059069976210594, 0.05463077872991562, 0.054351724684238434, 0.05406045913696289, 0.05126769095659256, 0.06052996590733528, 0.07910779118537903, 0.08138776570558548, 0.07405635714530945, 0.05320947989821434, 0.038482196629047394]]]",0.04090949187986553
LSTM,MSE,0.00812647957354784,"[[[0.015053302980959415, 0.013129967264831066, 0.008922258391976357, 0.0075058722868561745, 0.006852804217487574, 0.00675926310941577, 0.006589881144464016, 0.006616616155952215, 0.006753673776984215, 0.00711361039429903, 0.007364818826317787, 0.007692417129874229, 0.007636397145688534, 0.006931773852556944, 0.006974543910473585]]]",0.024470151560381057
LSTM,RMSE,0.08851999789476395,"[[[0.11690211296081543, 0.1101996898651123, 0.09301723539829254, 0.08634793758392334, 0.08271242678165436, 0.08218896389007568, 0.08116459846496582, 0.0813140869140625, 0.08215165138244629, 0.08430967479944229, 0.08577810972929001, 0.08767172694206238, 0.08733785152435303, 0.08323445916175842, 0.08346939086914062]]]",0.024470151560381057
LSTM,MaxError,0.6023097634315491,"[[[0.6023097634315491, 0.5838887691497803, 0.4475138187408447, 0.3910813629627228, 0.3574238121509552, 0.3786664605140686, 0.37221860885620117, 0.3951369822025299, 0.3820914030075073, 0.4143245220184326, 0.3965732455253601, 0.4262520670890808, 0.4046144187450409, 0.3826534152030945, 0.44836559891700745]]]",0.024470151560381057
LSTM,NRMSE,0.1792529672384262,"[[[0.2243300825357437, 0.2174423187971115, 0.15082740783691406, 0.17211982607841492, 0.17066740989685059, 0.2175542414188385, 0.2135353833436966, 0.21968986093997955, 0.17208229005336761, 0.14660120010375977, 0.16973543167114258, 0.1613105684518814, 0.15697336196899414, 0.16424943506717682, 0.13167566061019897]]]",0.024470151560381057
LSTM,R2,0.8312286734580994,"[[[0.7561969757080078, 0.7796720862388611, 0.9046797752380371, 0.8602461218833923, 0.8645355105400085, 0.7641218304634094, 0.771483838558197, 0.7509758472442627, 0.8445413112640381, 0.8817445039749146, 0.8230711221694946, 0.8372889757156372, 0.8517410755157471, 0.8591963052749634, 0.9189355373382568]]]",0.024470151560381057
LSTM,L2RE,0.2189011573791504,"[[[0.2633708119392395, 0.2510635256767273, 0.1655728816986084, 0.2017309069633484, 0.19876724481582642, 0.26269271969795227, 0.25843197107315063, 0.26974260807037354, 0.21311718225479126, 0.18608999252319336, 0.22835814952850342, 0.2191048413515091, 0.20890262722969055, 0.2029121369123459, 0.15365998446941376]]]",0.024470151560381057
Earthformer,MSE,0.0009308333392255008,"[[[0.001394297112710774, 0.0019202952971681952, 0.0006111294496804476, 0.0011452616890892386, 0.0006317025399766862, 0.000543770263902843, 0.0007104483665898442, 0.0007544567924924195, 0.0005217446596361697, 0.0009566895314492285, 0.0009383223950862885, 0.0013024809304624796, 0.0012371271150186658, 0.0005541204009205103, 0.0007406532531604171]]]",0.05357165887951851
Earthformer,RMSE,0.02887917123734951,"[[[0.03456868231296539, 0.039675112813711166, 0.023398250341415405, 0.03267182037234306, 0.02442779950797558, 0.022827720269560814, 0.0259968601167202, 0.026631036773324013, 0.022261658683419228, 0.03023790754377842, 0.02993829734623432, 0.0357840470969677, 0.034592509269714355, 0.023291081190109253, 0.0268847718834877]]]",0.05357165887951851
Earthformer,MaxError,0.2598261535167694,"[[[0.23420143127441406, 0.2598261535167694, 0.25524020195007324, 0.16774538159370422, 0.17151525616645813, 0.18159902095794678, 0.19647322595119476, 0.15469439327716827, 0.1932305097579956, 0.25645917654037476, 0.23877963423728943, 0.24363026022911072, 0.22087502479553223, 0.18639910221099854, 0.15844392776489258]]]",0.05357165887951851
Earthformer,NRMSE,0.058242470026016235,"[[[0.06685607880353928, 0.07731136679649353, 0.03786104544997215, 0.06637648493051529, 0.05017652362585068, 0.06099656969308853, 0.06934002041816711, 0.07253088802099228, 0.046203628182411194, 0.05200903117656708, 0.05850585177540779, 0.06559436023235321, 0.06174808368086815, 0.045710619539022446, 0.042416542768478394]]]",0.05357165887951851
Earthformer,R2,0.9806427955627441,"[[[0.977078914642334, 0.9686459302902222, 0.9935424327850342, 0.9774060845375061, 0.9875814318656921, 0.9807289838790894, 0.9747167825698853, 0.9711059331893921, 0.9881361126899719, 0.984269917011261, 0.9777280688285828, 0.9724934101104736, 0.9760472178459167, 0.9887560606002808, 0.9914042353630066]]]",0.05357165887951851
Earthformer,L2RE,0.07154534757137299,"[[[0.07833690196275711, 0.08978043496608734, 0.0415891595184803, 0.07750634104013443, 0.058623574674129486, 0.07322324812412262, 0.08335166424512863, 0.08873874694108963, 0.05758323520421982, 0.06657431274652481, 0.07949616014957428, 0.08941560238599777, 0.08271105587482452, 0.056774821132421494, 0.04947492852807045]]]",0.05357165887951851
MLPE,MSE,0.0012464539613574743,"[[[0.004691093694418669, 0.004109649453312159, 0.0019007488153874874, 0.0010237481910735369, 0.0005130675272084773, 0.0003909311490133405, 0.00033828194136731327, 0.00028815047699026763, 0.0004428226384334266, 0.000816287356428802, 0.0009794237557798624, 0.001164517947472632, 0.0010705288732424378, 0.0005195080302655697, 0.0004480469797272235]]]",0.034558547120541336
MLPE,RMSE,0.03047638200223446,"[[[0.062291115522384644, 0.058957818895578384, 0.040109504014253616, 0.030352987349033356, 0.02215999737381935, 0.01952146366238594, 0.018145466223359108, 0.016760393977165222, 0.020764818415045738, 0.02815418876707554, 0.030779818072915077, 0.03364476561546326, 0.03206358104944229, 0.022419536486268044, 0.021020274609327316]]]",0.034558547120541336
MLPE,MaxError,0.26358503103256226,"[[[0.26358503103256226, 0.2515869140625, 0.18286854028701782, 0.14509055018424988, 0.1262945532798767, 0.13238155841827393, 0.12900575995445251, 0.13670623302459717, 0.17515018582344055, 0.23308604955673218, 0.23937995731830597, 0.24660032987594604, 0.2399992048740387, 0.19964826107025146, 0.14210182428359985]]]",0.034558547120541336
MLPE,NRMSE,0.06041361019015312,"[[[0.12257390469312668, 0.11957745254039764, 0.06512374430894852, 0.061061542481184006, 0.04580361396074295, 0.0518435575067997, 0.04764045029878616, 0.04520680010318756, 0.04348675161600113, 0.04851934686303139, 0.06001031771302223, 0.0609678253531456, 0.057153746485710144, 0.04406097158789635, 0.03317415714263916]]]",0.034558547120541336
MLPE,R2,0.9767042398452759,"[[[0.9171871542930603, 0.9259513020515442, 0.9800953269004822, 0.9813459515571594, 0.9899483323097229, 0.9864912033081055, 0.9884352684020996, 0.989262044429779, 0.9898533225059509, 0.9864873886108398, 0.9766350984573364, 0.9754664897918701, 0.9792070388793945, 0.9894198179244995, 0.9947786331176758]]]",0.034558547120541336
MLPE,L2RE,0.0736093744635582,"[[[0.143914595246315, 0.13730531930923462, 0.07133474200963974, 0.07073511928319931, 0.053163692355155945, 0.06225801631808281, 0.057568471878767014, 0.05549116060137749, 0.05386238545179367, 0.06213769689202309, 0.08187399804592133, 0.0840853899717331, 0.07688255608081818, 0.054771099239587784, 0.03875643387436867]]]",0.034558547120541336



FNN,MSE,2.0054808110089986,"[[[8.165610599494203, 8.281356321661136, 6.628278974825832, 2.145005963746427, 1.0910935886067423, 0.6040370315481914, 0.4632969013931843, 0.4038213724699733, 0.43107270551891513, 0.459390248674718, 0.4484984219505494, 0.38756604455743165, 0.28948972251922556, 0.18354428211329465, 0.10014998605515883]]]",0.019989001415669918
FNN,RMSE,1.0460875259745757,"[[[2.567082293135909, 2.615128484191051, 2.297123978602582, 1.340152864070843, 0.9946274263880953, 0.7554536183583502, 0.6606582668306813, 0.6219797490719825, 0.6451612358864037, 0.6655259020750153, 0.6566536647476576, 0.6123069040427771, 0.5254981156708028, 0.419538633054704, 0.3144217534917788]]]",0.019989001415669918
FNN,MaxError,11.42589785176635,"[[[11.371117178971769, 11.42589785176635, 10.78467883179508, 6.688539294708804, 6.981512728254327, 5.690865533417828, 5.466501920153673, 4.947362381428912, 5.418235644638397, 5.485424077722774, 5.074920131104334, 4.374681004246455, 3.78939602786856, 3.651038057471246, 1.9093709618709447]]]",0.019989001415669918
FNN,NRMSE,0.1773349844443779,"[[[0.3233423131119891, 0.3511293821323025, 0.3189455482246853, 0.21767713729671317, 0.1624215554018174, 0.1411778185804522, 0.1294082337693046, 0.12522154854619685, 0.12221476407454562, 0.12295946286127199, 0.12562488577690986, 0.12378858359631649, 0.12924698103371265, 0.13552396743735842, 0.13134258482209277]]]",0.019989001415669918
FNN,R2,-0.5926528335722114,"[[[-1.495720499127561, -1.6104124866817557, -1.7849787084368185, -0.9835735379673659, -0.5634427577066022, -0.40356524081381345, -0.41260405388999516, -0.33726685898517444, -0.23963836020272092, -0.18377507460239872, -0.1727685103422808, -0.15333167146083887, -0.16687554391797407, -0.1726091394353624, -0.20923006001251054]]]",0.019989001415669918
